Id,Comment,Attack
625,"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN==Montrealais===NEWLINE_TOKENNEWLINE_TOKENI shall be direct,NEWLINE_TOKENNEWLINE_TOKENYou clearly have a sound knowledge of Vexillology (study of Flags), and can understand that linking a Flag to ``group`` can be unjustified.   You value the Quebec Flag,... you would not want to have it ``dragged through the mud`` unfairly.   I request a similiar ``consideration`` for the Canadian Red Ensign (flown 1867-1964 AD).   We are not children here,... I would not want to see this get ``out-of-hand``.NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENSincerely, and respectfully,NEWLINE_TOKENNEWLINE_TOKENArmChairVexillogistDonNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN==Canadian Red Ensign==NEWLINE_TOKENNEWLINE_TOKENI am ArmChairVexillologistDon,NEWLINE_TOKENNEWLINE_TOKENI am a hobbiest in Heraldy, and Vexillology,NEWLINE_TOKENI am very well read on those subjects.NEWLINE_TOKENNEWLINE_TOKENYesterday I noted a slanderous reference, linking the Canadian Red Ensign to Neo-Facists groups.  I did not appreciate the reference, not one little bit.  I posted some information in that regard.  Specifically a web-site link to the Great Canadian Flag Debate.   The Canadian Government uncharacteristically saw fit to keep an accurate archive, detailing those important events.NEWLINE_TOKENNEWLINE_TOKENAt any rate, you decided to remove my ``contribution``.  However you decided to leave the ``disputed`` reference linking the Canadian Red Ensign to the Neo-Facists groups.  I was not pleased that you choose to remove my ``contribution``, and then decided that the Neo-Facist comment could stay.NEWLINE_TOKENNEWLINE_TOKENI decided then, if my comments were to go, then the Neo-Facist comments were to go as well.  I thus have deleted them.NEWLINE_TOKENNEWLINE_TOKENI don't usually get involved in things such as this, but Heraldy and Vexillology are two of my dearest passions.  So, my comments are gone fine, but why was the Neo-Facist comment left by you?NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENArmChairVexillologistDonNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENI expect the picture below will be accepted as proof NEWLINE_TOKENNEWLINE_TOKEN Ernst Zundel.]]NEWLINE_TOKENNEWLINE_TOKEN _____NEWLINE_TOKEN NEWLINE_TOKEN NEWLINE_TOKEN NEWLINE_TOKEN NEWLINE_TOKEN NEWLINE_TOKEN NEWLINE_TOKEN NEWLINE_TOKEN NEWLINE_TOKEN NEWLINE_TOKEN NEWLINE_TOKEN NEWLINE_TOKEN _____NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN== Rebutal-of-Rebutal ==NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENDec 11, 2004 AD,NEWLINE_TOKENNEWLINE_TOKENAndyL,NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENI have deleted your reference to the Canadian Red Ensign and the ``Zundel People``.NEWLINE_TOKENI shall keep doing so.NEWLINE_TOKENNEWLINE_TOKENEVERYDAY.... If I have to.NEWLINE_TOKENFOREVER.NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNext up,NEWLINE_TOKENNEWLINE_TOKENYou can ``expect`` nothing.NEWLINE_TOKENNEWLINE_TOKENSome ``wing-dings`` have put up the Red Ensign at this idiots rally once in a while,.... SO WHAT,....?NEWLINE_TOKENNEWLINE_TOKENThat does NOT make the Red Ensign theirs.NEWLINE_TOKENNEWLINE_TOKENWhy do you try so hard to link the Red Ensign to this bunch of nut-bags,...?NEWLINE_TOKENNEWLINE_TOKENThe Red Ensign is a cherished symbol of Canada.NEWLINE_TOKENNEWLINE_TOKENI'm trying to protect it from getting slandered by reckless people like you.NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENSo AndyL,... why do you keep going to the effort of linking the Red Ensign to ``Zundel-people``,....?NEWLINE_TOKENNEWLINE_TOKENWhy make such a big effort to link such insignificant ``sightings of the Red Ensign`` at Zundel rallies,...?NEWLINE_TOKENhttp://www.zundelsite.org/zundel_persecuted/aug10_rally.htmlNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENWell,...?NEWLINE_TOKENNEWLINE_TOKENEh,...?NEWLINE_TOKENNEWLINE_TOKENWhy,...?NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENAustrian Flags at Zundel RalliesNEWLINE_TOKENNEWLINE_TOKENhttp://zundelsite.org/zundel_persecuted/free_zundel_rally_nov23.htmlNEWLINE_TOKENNEWLINE_TOKENAustria: Index of All PagesNEWLINE_TOKENÖsterreichNEWLINE_TOKENNEWLINE_TOKENhttp://flagspot.net/flags/at-index.html#landNEWLINE_TOKENNEWLINE_TOKENAustrian (Austro-Hungarian), and German Flags are the most varied in the World.  If you KNEW ANYTHING ABOUT FLAGS (which you obviously do not) you would know that some block-head waving a Flag does NOT make it theirs. NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENI am prepared to continue this ``debate/deleting`` of the Red Ensign racist-group linking, AD-NAUSEAM, AD-INFINITUM.NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENArmChairVexillologistDonNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKEN`",1
626,"`::::::::You incorrectly infer from the agreement to include other pictures that all editors have agreed to delete the photo you propose to delete. There was no consensus to delete the photo. There was your demand that that the photo was unrepresentative and there were other editors acting to find photos to assuage your demands by providing other photos that would meet your demands. That doesn't imply agreement with your demand to delete a factual photo. It is not an explicit expression of consensus. At least on other editor involved in the discussion at that time - Tareq - is disputing your assertion of consensus and I am disputing your claims that the photo is ``unrepresentative``, the basis for deleting it, and the existence of your alleged consensus now. The picture of the Wall that you want to delete is very significant. It shows the ugliness of the Israeli wall. There is no rule that says photos must be representative. A photo is a factual representation of the facts. This is aone part of the wall. Deleting it is a form of cesorship of the reality of the Wall in at least some places. In any case, how is representativeness determined? Your opinion does not suffice. What percentage of the wall is fence and what percent is wall? What is the representative appearance in populated areas? What is considered a representative portion? What are the future final plans for the wall's appearance? The photo will be returned top the article without deleting any other photo. Adding information is preferable to deleting information.    NEWLINE_TOKEN`",1
627,`NEWLINE_TOKENNEWLINE_TOKEN::::::There is nothing inherently POV about discussing Israeli violence against Palestinian children. It is a fact. It is a recognized problem as the data in the article reflects.  We don't balance articles about Nazi concentration camps by renaming it ``Violence in the Nazi-Jewish conflict`` and then inserting sections about Jewish uprisings against the Nazis in order to deflect attention from Nazi atrocities and paint the deaths of oppressed Jews and oppressing Nazis as if they are equivalent.   That is what the WikiZionists intend to do. They want to rename this article to something ``neutral`` (i.e. something that doesn't reflect the facts about Israeli atrocities against Palestinian children) and then pad it with sensationalized Zionist POV sections about Palestinian resistance to Zionist aggression. They already have plenty of Zionist POV articles smearing all palestinians as fanatic terrorists rather than victims of Zionist terrorism. This is one article devoted to documenting the facts about Israeli violence against Palestinian children.  `,1
628,"NEWLINE_TOKENNEWLINE_TOKEN:Excellent work, very well done. Thank you for your effort!  ",1
629,"NEWLINE_TOKEN::::::The consensus is un your imagination. You made your usual POV demands and reasonable people tried to ignore them, as usual. That's not a consensus. That's normal editors trying to deal with an agreesive POV pushing bully. There was never an explicit consensus and you haven't been able to show one. There is certainly no consensus now. If you want to establish a Zionist consensus, you will have to work harder to have me and all other reasonable editors banned.   ",1
630,"`NEWLINE_TOKENNEWLINE_TOKEN§ I got in touch with the owner of the website mentioned above, and he has offered to e-mail me a scanned copy of the map in the book illustration, which shows an intermediate band where the white band occurs near the northern tip of Africa.  I had a closer look at the maps I found in the library, and none of them improves on what was in that website. The one major difference that a revised map probably ought to take account of is the division of Australia into two regions. I'll make overlays to check, but it looks like the only other changes involve reducing 8 zones to 5. If you check out the Cavelli-Sforza map (which I now think is a photo reproduction of the original map) you can easily understand why authors would decide to simplify the number of zones  Cavelli-Sforza's map is o.k. for the lighter half of the shades of skin color, but the darker shades are practically indistinguishable.  Sometimes, if you know where to look, you will see what looks like a little halftoning rather than straight black ink. But for practical purposes the map is pretty useless outside of the values that are shown in the Americas. NEWLINE_TOKENNEWLINE_TOKEN§ In a way it was a good thing that the original map was so washed out. If I hadn't really looked carefully at it I'm pretty sure I'd have missed the white band. The uncorrected map has propagated so many places on the WWW that it's hard to believe the original maker of the digitized image has any objection to others using it.  NEWLINE_TOKENNEWLINE_TOKEN==Cleanup==NEWLINE_TOKENWe need to clean up the article. The sections should only treat what it says they do in the section title. For example, there shouldn't be a paragraph ``NEWLINE_TOKEN:``In everyday speech, race is often used to describe populations that are better defined as ethnic groups...``NEWLINE_TOKENat the end of ``History of the term``. Nor should the ``Anthropology and genetics`` section, being placed after the history section, i.e. we are through with the historical aspect now, begin with NEWLINE_TOKEN:``In the 19th century many natural scientists made three claims about race: ...``NEWLINE_TOKEN(i.e. this bit still belongs in the 'history' section). Also the case studies (USA, Brazil) should either be exported to special articles, or at least be placed after the more general phylogenetic subsection. Somebody should read the entire article and weed out repetitions, too.  NEWLINE_TOKENNEWLINE_TOKEN== Von Luschan scale ==NEWLINE_TOKENNEWLINE_TOKEN§ The von Luschan scale was a manufactured set of standard tiles that were colored so that a researcher could in relatively rapid order sort through his/her tiles and find the one that came closest to matching a given subject's skin color. Essentially the same method is still used today, at least in this increasingly anti-scientific nation, by dentists who want to match ceramic material used for making fillings with the color of their patient's tooth. They have a little cabinet full of ceramic ``teeth`` on little spindles. Each specimen has a different combination of hue and brightness from the others. Although one could easily create an electronic device to measure these factors to tighter tolerances, the low-tech device seems to meet professional standards. Similarly, given the fact that a subject's skin color could vary considerably due to contingent factors such as season and weather patterns, the von Luchan tiles probably provide all the accuracy that is useful. `",1
631,"`NEWLINE_TOKENNEWLINE_TOKEN::There is no difference in rhetoric. The quote that Jayjg took out of context was a citation from the Qur'an that Hamas uses (also out of context) to justify the killing of Jews. Zionists use similar tactics (that's where Hamas learned it) by quoting the Torah and Talmud to justify the killing of non-Jews. ``We must treat the Arabs like the Amalekites`` is a common sentiment among extremist Zionists. There are quotes from Zionist rabbis on this page that are indistinguishable from the logic of Hamas clerics. The denial of Zionism's genocidal intent and practice is similar to Nazis who denied the Holocaust and Final Solution even as they conducted it. Zionists claim to be ethical and humanitarian while routinely killing hundreds of children, imprisoning thousands of adults and oppressing millions of non-Jews in the name of their Jewish supremacist ideology and state.  `",1
632,"NEWLINE_TOKENNEWLINE_TOKENYour comments on my discussion page are rude, arrogant, bullying and totally inappropriate. Napoleon complex is a stub and you might learn something about yourself by improving it, little boy.  ",1
633,NEWLINE_TOKEN* Keep.  ,0
634,"NEWLINE_TOKENNEWLINE_TOKEN::What's ironic, you're actually a girl?  ",1
635,"`NEWLINE_TOKENNEWLINE_TOKENNEWLINE_TOKENYou abused your authority by blocking me improperly,, then you refused to apologize (“So tough”), then you tried to bully me (``Do not revert like you have been ever again. Understood?`` and now you are threatening me (``I'm not suggesting this time: I'm telling you: you need to change the way you edit. Now.``). Viriditas did  for activity that was not a violation of the three revert rule - and . Then he and Jayjg and sockpuppet friend continued to guard the Zionist hatchet job on Yasser Arafat preventing other editors from altering it and you dutifully protected the article for them while blocking me.  You admit to being biased against me  and then you block me and protect the Zionist version of Yasser Arafat. I think the question should be, ``who the hell do you think you are?``  `",1
636,NEWLINE_TOKENNEWLINE_TOKENYou are a child.  ,1
637,"`NEWLINE_TOKENNEWLINE_TOKEN::You are not worth the effort. You are arguing like Viriditas and Pename now. 24 hours really means 24 and a half hours. Four reverts in more than 24 hours is violating the ``spirit`` of the three revert in 24 hour rule - as interpreted by you. ``So tough.`` Who needs rules? Just make it up as you go along and do what you want - call it ``discretion``. You violate the rules by blocking me then claim I violated the ``spirit of the rule.``  Your violation is ``debatable`` like the Occupied Territories are ``disputed.`` You are just abusing your authority to push your petty authoritarian agenda that obviously reflects your personal insecurities. You think you can threaten and bully me.  ``And I guess you won't be reverting so quickly in future, will you now?`` What a weasel. Please go ahead and contribute your petty complaints to ban me so I don't bother wasting my time on a project populated by immature arrogant twerps, fascist Zionist bigots, Islamophobe hate-mongers, bunch of lameass bigots and losers. Why waste my time?   `",1
638,"Why is an archaic definition, ending with blatant anti-Catholic bigotry, in the Wikipedia?",0
